image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_0_0.jpg,37.0,0.9971884489059448,1465,2362,1725,2723
VAIPE_P_0_0.jpg,8.0,0.996285915374756,2066,1572,2435,2070
VAIPE_P_0_1.jpg,37.0,0.5547453165054321,1302,1774,1671,2121
VAIPE_P_0_1.jpg,8.0,0.9958469271659852,1675,2849,2276,3403
VAIPE_P_0_2.jpg,8.0,0.9954386949539183,769,1907,1309,2306
VAIPE_P_0_2.jpg,37.0,0.6509435772895813,1339,2368,1636,2749
VAIPE_P_0_3.jpg,56.0,0.9964196681976318,1283,1904,1903,2352
VAIPE_P_0_4.jpg,56.0,0.9973636865615844,1403,1732,1898,2306
VAIPE_P_0_5.jpg,56.0,0.9969877004623412,1409,1947,2099,2496
VAIPE_P_0_6.jpg,56.0,0.9971146583557128,743,2483,1311,2986
VAIPE_P_0_7.jpg,8.0,0.9906374216079712,1464,1905,1791,2499
VAIPE_P_0_7.jpg,37.0,0.6450833082199097,1157,2161,1485,2564
VAIPE_P_0_8.jpg,56.0,0.9927796721458436,828,1649,1415,2060
VAIPE_P_0_9.jpg,37.0,0.9967620372772216,1369,1591,1612,1928
VAIPE_P_0_9.jpg,8.0,0.9957211017608644,1000,2450,1337,2959
VAIPE_P_0_10.jpg,56.0,0.9944814443588256,1096,1838,1713,2472
VAIPE_P_0_11.jpg,56.0,0.9979796409606934,1204,1925,1920,2382
VAIPE_P_0_12.jpg,37.0,0.9968702793121338,1306,1178,1681,1435
VAIPE_P_0_12.jpg,8.0,0.9936834573745728,1232,2197,1786,2612
VAIPE_P_0_13.jpg,8.0,0.9962910413742064,2090,2205,2360,2667
VAIPE_P_0_13.jpg,37.0,0.990332305431366,1151,2219,1457,2391
VAIPE_P_0_14.jpg,56.0,0.9986286163330078,1181,1992,1797,2367
VAIPE_P_0_15.jpg,8.0,0.9965274333953856,688,2033,1074,2588
VAIPE_P_0_15.jpg,37.0,0.9940046072006226,1625,2318,1951,2739
VAIPE_P_0_16.jpg,56.0,0.9900130629539491,1128,1675,1643,2267
VAIPE_P_0_17.jpg,37.0,0.9964889287948608,1523,2469,1945,2767
VAIPE_P_0_17.jpg,8.0,0.9929444193840028,808,1821,1417,2116
VAIPE_P_0_18.jpg,56.0,0.993531346321106,1046,1601,1456,2200
VAIPE_P_1_0.jpg,43.0,0.9973734617233276,1069,2208,1582,3124
VAIPE_P_1_0.jpg,43.0,0.9974999427795409,1403,2179,1904,3072
VAIPE_P_1_0.jpg,91.0,0.9992511868476868,537,2222,1254,2642
VAIPE_P_1_0.jpg,70.0,0.9025262594223022,605,2816,1025,3255
VAIPE_P_1_1.jpg,43.0,0.9983122944831848,830,1817,1375,2831
VAIPE_P_1_1.jpg,43.0,0.9991310834884644,700,2561,1724,3358
VAIPE_P_1_1.jpg,91.0,0.9988359212875366,1200,1969,1652,2711
VAIPE_P_1_2.jpg,43.0,0.999241590499878,725,1659,1578,2236
VAIPE_P_1_2.jpg,43.0,0.9994004964828492,915,1860,1768,2527
VAIPE_P_1_2.jpg,91.0,0.9989774227142334,1246,2091,1939,2727
VAIPE_P_1_3.jpg,99.0,0.8,966,1863,1472,2129
VAIPE_P_1_3.jpg,107.0,0.8,1049,1428,1421,1713
VAIPE_P_1_3.jpg,107.0,0.8,1353,1604,1645,1968
VAIPE_P_1_3.jpg,99.0,0.932312548160553,1382,1176,1607,1384
VAIPE_P_1_3.jpg,91.0,0.5090569257736206,412,1538,1053,1867
VAIPE_P_1_4.jpg,107.0,0.8,156,702,305,911
VAIPE_P_1_4.jpg,107.0,0.8,155,544,444,726
VAIPE_P_1_4.jpg,107.0,0.8,311,766,414,868
VAIPE_P_1_4.jpg,5.0,0.7063944339752197,352,682,447,773
VAIPE_P_1_4.jpg,99.0,0.8007206916809082,493,851,644,936
VAIPE_P_2_0.jpg,64.0,0.9996912479400636,885,1254,1295,1632
VAIPE_P_2_0.jpg,64.0,0.9997730255126952,1052,951,1444,1310
VAIPE_P_2_0.jpg,41.0,0.977041244506836,1312,1376,1629,1694
VAIPE_P_2_1.jpg,64.0,0.999735414981842,742,3058,1286,3645
VAIPE_P_2_1.jpg,64.0,0.9996712207794191,1300,1815,1800,2308
VAIPE_P_2_2.jpg,64.0,0.9995312094688416,1152,2333,1524,2724
VAIPE_P_2_2.jpg,64.0,0.9972656965255736,815,741,1163,1055
VAIPE_P_2_2.jpg,41.0,0.9912998676300048,1878,2229,2170,2528
VAIPE_P_2_3.jpg,64.0,0.9995381832122804,812,1616,1311,2098
VAIPE_P_2_3.jpg,64.0,0.9992725849151612,2062,1902,2565,2413
VAIPE_P_2_4.jpg,64.0,0.9998070001602172,745,1836,1258,2328
VAIPE_P_2_4.jpg,41.0,0.9967563152313232,1210,2174,1596,2590
VAIPE_P_2_4.jpg,64.0,0.9994182586669922,1981,2480,2462,2907
VAIPE_P_2_5.jpg,64.0,0.9993385076522828,1619,1811,1952,2119
VAIPE_P_2_5.jpg,64.0,0.999476194381714,883,852,1197,1146
VAIPE_P_2_5.jpg,41.0,0.9932752847671508,1870,2230,2143,2511
VAIPE_P_2_6.jpg,64.0,0.9991604685783386,921,2388,1394,2866
VAIPE_P_2_6.jpg,64.0,0.9996356964111328,838,1612,1294,2048
VAIPE_P_2_6.jpg,41.0,0.984467387199402,1278,1732,1619,2106
VAIPE_P_2_7.jpg,64.0,0.9407628774642944,948,1641,1259,1946
VAIPE_P_2_7.jpg,41.0,0.8406962156295776,1757,1307,2044,1583
VAIPE_P_2_7.jpg,64.0,0.9994506239891052,1231,1527,1590,1885
VAIPE_P_2_8.jpg,64.0,0.9996894598007202,1058,1910,1454,2300
VAIPE_P_2_8.jpg,64.0,0.999415159225464,1749,2143,2153,2546
VAIPE_P_2_9.jpg,64.0,0.9998224973678588,2185,1782,2652,2225
VAIPE_P_2_9.jpg,64.0,0.9997220039367676,1676,1690,2139,2154
VAIPE_P_2_9.jpg,41.0,0.6407378911972046,1406,1854,1654,2222
VAIPE_P_2_10.jpg,64.0,0.999439001083374,903,1656,1397,2134
VAIPE_P_2_10.jpg,64.0,0.9990576505661012,1768,2263,2286,2797
VAIPE_P_2_10.jpg,41.0,0.99031662940979,1289,2071,1665,2464
VAIPE_P_2_11.jpg,64.0,0.9998048543930054,1226,1491,1671,1934
VAIPE_P_2_11.jpg,64.0,0.9995877742767334,1536,2325,2020,2813
VAIPE_P_2_12.jpg,107.0,0.8,946,1190,1778,1989
VAIPE_P_2_12.jpg,15.0,0.72572922706604,2861,1580,3279,1983
VAIPE_P_2_12.jpg,15.0,0.8371813297271729,1974,1291,2362,1671
VAIPE_P_2_12.jpg,15.0,0.8576032519340515,2256,2255,2745,2752
VAIPE_P_2_13.jpg,107.0,0.8,762,1054,1699,1728
VAIPE_P_2_13.jpg,15.0,0.5733866691589355,1717,2088,2256,2651
VAIPE_P_2_13.jpg,15.0,0.8646211624145508,2495,1540,3668,2224
VAIPE_P_2_13.jpg,107.0,0.8,2055,186,3164,1377
VAIPE_P_3_0.jpg,64.0,0.9995627403259276,1260,1950,1617,2329
VAIPE_P_3_0.jpg,79.0,0.9983039498329164,1144,2305,1452,2861
VAIPE_P_3_0.jpg,64.0,0.9943515062332152,1885,1783,2297,2051
VAIPE_P_3_1.jpg,64.0,0.9998661279678344,1668,2013,2112,2454
VAIPE_P_3_1.jpg,64.0,0.9998834133148192,1202,2375,1659,2827
VAIPE_P_3_1.jpg,79.0,0.9992865324020386,1101,1645,1704,2016
VAIPE_P_3_2.jpg,64.0,0.9995673894882202,1290,1952,1758,2415
VAIPE_P_3_2.jpg,64.0,0.9994671940803528,1757,1577,2229,2049
VAIPE_P_3_2.jpg,79.0,0.997180700302124,680,2552,1355,2947
VAIPE_P_3_3.jpg,107.0,0.8,164,582,358,786
VAIPE_P_3_3.jpg,107.0,0.8,258,703,369,813
VAIPE_P_3_3.jpg,15.0,0.5777124166488647,345,648,448,750
VAIPE_P_3_3.jpg,107.0,0.8,451,777,582,922
VAIPE_P_3_3.jpg,107.0,0.8,464,255,668,589
VAIPE_P_4_0.jpg,61.0,0.9991555213928224,2044,2434,2606,3178
VAIPE_P_4_0.jpg,89.0,0.9978852272033693,1316,1848,1774,2457
VAIPE_P_4_0.jpg,89.0,0.9998827576637268,1003,3574,1679,4004
VAIPE_P_4_0.jpg,61.0,0.9991081357002258,731,2438,1059,3256
VAIPE_P_5_0.jpg,89.0,0.9992573857307434,1611,2739,2267,3406
VAIPE_P_5_0.jpg,89.0,0.9994071722030641,1621,2207,2327,2693
VAIPE_P_5_0.jpg,61.0,0.9990931153297424,1918,1375,2411,2238
VAIPE_P_5_0.jpg,61.0,0.9997007846832277,1002,2620,1685,3423
VAIPE_P_5_1.jpg,99.0,0.6926897764205933,2026,1093,2471,1902
VAIPE_P_5_1.jpg,107.0,0.8,3000,1085,3724,2216
VAIPE_P_5_1.jpg,99.0,0.6819000244140625,2407,901,2783,1241
VAIPE_P_5_1.jpg,107.0,0.8,648,1180,1573,1978
VAIPE_P_5_1.jpg,107.0,0.8,1677,2376,2159,2866
VAIPE_P_5_1.jpg,90.0,0.5310420393943787,2114,570,2464,974
VAIPE_P_6_0.jpg,61.0,0.9992696046829224,2752,1550,3724,2604
VAIPE_P_6_0.jpg,89.0,0.9976238012313844,2443,1357,3277,2299
VAIPE_P_6_0.jpg,61.0,0.999526858329773,1555,971,2695,1843
VAIPE_P_6_0.jpg,89.0,0.9971933960914612,2342,912,3371,1401
VAIPE_P_6_1.jpg,89.0,0.9821775555610656,1507,2687,2030,3283
VAIPE_P_6_1.jpg,61.0,0.999530553817749,2108,2177,2585,2947
VAIPE_P_6_1.jpg,89.0,0.9997563362121582,1113,3202,1789,3643
VAIPE_P_6_1.jpg,61.0,0.9990606307983398,774,2095,1124,2930
VAIPE_P_6_2.jpg,61.0,0.9997864961624146,616,2569,1390,3395
VAIPE_P_6_2.jpg,89.0,0.9998358488082886,1352,2895,1887,3694
VAIPE_P_6_2.jpg,61.0,0.9998954534530641,1675,1557,2115,2472
VAIPE_P_6_2.jpg,89.0,0.9980297088623048,616,2102,1414,2498
VAIPE_P_6_3.jpg,107.0,0.8,1692,1396,2202,1882
VAIPE_P_6_3.jpg,107.0,0.8,1843,1817,2279,2253
VAIPE_P_6_3.jpg,107.0,0.8,2049,1232,2425,1608
VAIPE_P_6_3.jpg,89.0,0.6248677968978882,2203,1670,2520,2034
VAIPE_P_6_4.jpg,91.0,0.5364729166030884,1654,840,2489,1712
VAIPE_P_6_4.jpg,107.0,0.8,3304,357,3862,1187
VAIPE_P_6_4.jpg,107.0,0.8,1171,1249,1446,1529
VAIPE_P_6_4.jpg,107.0,0.8,1677,392,1940,674
VAIPE_P_6_4.jpg,107.0,0.8,2227,691,2500,960
VAIPE_P_6_4.jpg,89.0,0.9750611186027528,1924,2392,2715,2873
VAIPE_P_6_5.jpg,107.0,0.8,1277,1440,1863,1680
VAIPE_P_6_5.jpg,99.0,0.8,1412,849,1712,1262
VAIPE_P_6_5.jpg,99.0,0.8106648921966553,1676,1258,1881,1437
VAIPE_P_6_5.jpg,99.0,0.7489601373672485,1407,1295,1601,1462
VAIPE_P_6_5.jpg,99.0,0.7544023990631104,1219,1338,1420,1519
VAIPE_P_7_0.jpg,2.0,0.9988420605659484,1257,1883,1805,2717
VAIPE_P_7_0.jpg,43.0,0.9982922077178956,595,2440,1544,3200
VAIPE_P_7_0.jpg,2.0,0.9980537295341492,933,1783,1315,2618
VAIPE_P_7_0.jpg,43.0,0.9987696409225464,602,1820,1020,2794
VAIPE_P_7_1.jpg,43.0,0.9983880519866944,508,1698,1443,2444
VAIPE_P_7_1.jpg,43.0,0.9988074302673341,1042,1634,1910,2405
VAIPE_P_7_1.jpg,2.0,0.9961984157562256,254,1939,1168,2624
VAIPE_P_7_1.jpg,2.0,0.9965986609458924,647,1353,1505,1774
VAIPE_P_7_1.jpg,75.0,0.9903268814086914,1419,1395,1828,1848
VAIPE_P_7_2.jpg,107.0,0.8,2143,1651,2925,2488
VAIPE_P_7_2.jpg,107.0,0.8,2955,1017,3635,1704
VAIPE_P_7_2.jpg,107.0,0.8,2971,1902,3629,2534
VAIPE_P_7_2.jpg,107.0,0.8,1332,1080,1866,1614
VAIPE_P_7_2.jpg,75.0,0.5601786375045776,2389,737,2877,1211
VAIPE_P_7_2.jpg,107.0,0.8,1960,1366,2358,1760
VAIPE_P_7_3.jpg,107.0,0.8,487,1314,1042,1856
VAIPE_P_7_3.jpg,73.0,0.8,152,935,585,1355
